ts_code,trade_date,buy_elg_amount,circ_mv,fac_1
003001.SZ,20240116,0.0,89220.878,0.0
003012.SZ,20240116,0.0,985843.8184,0.0
300063.SZ,20240116,596.73,352015.3418,0.0016951817978974235
300148.SZ,20240116,0.0,275879.8705,0.0
300154.SZ,20240116,0.0,228391.3418,0.0
300223.SZ,20240116,612.3,2344729.4081,0.0002611388750807556
300296.SZ,20240116,213.41,1100412.7681,0.00019393631752245025
300425.SZ,20240116,0.0,316665.0835,0.0
300534.SZ,20240116,0.0,283445.6767,0.0
300690.SZ,20240116,0.36,200659.9363,1.794080107061212e-06
300757.SZ,20240116,131.0,723112.0,0.00018116142450961954
300814.SZ,20240116,7.91,154369.044,5.1240843339031114e-05
301267.SZ,20240116,0.0,1033509.1541,0.0
301277.SZ,20240116,0.0,99529.56,0.0
301315.SZ,20240116,280.66,110594.0,0.002537750691719262
301383.SZ,20240116,14.56,164334.3,8.8599884503722e-05
600561.SH,20240116,273.2,193159.7472,0.0014143733565623552
600592.SH,20240116,199.34,407544.6424,0.0004891243296098843
600601.SH,20240116,388.97,1121808.8942,0.0003467346372551162
600629.SH,20240116,0.0,469495.5001,0.0
600817.SH,20240116,0.0,487944.2877,0.0
600959.SH,20240116,109.49,1490213.8704,7.347267541578507e-05
601188.SH,20240116,265.82,563196.0284,0.0004719848624557524
601336.SH,20240116,1796.15,6114508.1449,0.000293752164104669
603338.SH,20240116,449.19,2727696.0242,0.00016467744059998107
603368.SH,20240116,0.0,677959.2042,0.0
603636.SH,20240116,109.77,679412.6147,0.00016156603163523803
603668.SH,20240116,156.52,746663.0789,0.00020962600726232323
603733.SH,20240116,0.0,1077318.6908,0.0
603927.SH,20240116,638.98,1549296.0,0.00041243248546436577
603988.SH,20240116,0.0,258955.2,0.0
688128.SH,20240116,0.0,756819.5,0.0
688296.SH,20240116,0.0,95639.798,0.0
688737.SH,20240116,0.0,233433.074,0.0
002004.SZ,20240117,206.07,850784.4598,0.00024221175836761566
002098.SZ,20240117,76.91,240934.0,0.00031921605086870263
002194.SZ,20240117,7.74,453223.3751,1.707767168516459e-05
002210.SZ,20240117,0.0,465714.0555,0.0
002272.SZ,20240117,127.4,211578.1769,0.0006021414961913306
002300.SZ,20240117,2630.26,632712.0958,0.004157119829792892
002385.SZ,20240117,1800.7,1729975.6381,0.0010408817097434246
002444.SZ,20240117,2947.01,2531558.262,0.0011641090960599824
002595.SZ,20240117,143.63,1506277.9014,9.535425027911785e-05
002698.SZ,20240117,383.24,1102277.9571,0.0003476799998870267
002747.SZ,20240117,328.85,1220268.7585,0.00026948981337868123
002937.SZ,20240117,0.0,667716.5822,0.0
002979.SZ,20240117,236.87,376006.2845,0.0006299628749955109
003001.SZ,20240117,0.0,86949.6215,0.0
003012.SZ,20240117,0.0,966010.2741,0.0
300063.SZ,20240117,961.09,345762.8491,0.002779621935964664
300148.SZ,20240117,104.7,269555.9766,0.00038841654086329766
300154.SZ,20240117,0.0,222641.6297,0.0
300223.SZ,20240117,501.3,2267805.3186,0.0002210507206630378
300296.SZ,20240117,103.0,1071124.2153,9.616064927740598e-05
300425.SZ,20240117,0.0,309941.8333,0.0
300534.SZ,20240117,346.57,279233.1083,0.0012411493827145137
300690.SZ,20240117,1239.67,199673.6232,0.006208481521659492
300757.SZ,20240117,874.69,707200.0,0.001236835407239819
300814.SZ,20240117,323.87,157010.436,0.002062729129673903
301267.SZ,20240117,185.63,978265.9031,0.00018975413475187287
301277.SZ,20240117,0.0,96777.36,0.0
301315.SZ,20240117,613.3,114906.0,0.005337406227699163
301383.SZ,20240117,0.0,156168.44,0.0
600561.SH,20240117,0.0,191168.4096,0.0
600592.SH,20240117,202.94,401950.8924,0.0005048875468052076
600601.SH,20240117,221.05,1096787.1345,0.00020154321020620982
600629.SH,20240117,160.11,452491.639,0.00035384079218312364
600817.SH,20240117,0.0,479504.1702,0.0
600959.SH,20240117,208.88,1475211.7174,0.00014159323542260253
601188.SH,20240117,9031.36,619778.8069,0.014571908396114603
601336.SH,20240117,1080.45,6003979.8599,0.00017995563363165507
603338.SH,20240117,815.64,2759595.9406,0.00029556500935519605
603368.SH,20240117,101.03,667152.2031,0.00015143470939697477
603636.SH,20240117,0.0,661688.8074,0.0
603668.SH,20240117,945.8,707847.066,0.001336164329033187
603733.SH,20240117,1.98,1054021.4976,1.8785195600928891e-06
603927.SH,20240117,100.96,1506556.8,6.701373622288916e-05
603988.SH,20240117,0.0,255897.6,0.0
688128.SH,20240117,0.0,732145.0,0.0
688296.SH,20240117,0.0,92517.8461,0.0
688737.SH,20240117,0.0,225251.1772,0.0
002004.SZ,20240118,148.27,839490.8608,0.00017661895670752727
002098.SZ,20240118,0.0,236638.0,0.0
002194.SZ,20240118,116.52,454749.3797,0.0002562290465945632
002210.SZ,20240118,0.0,457730.3859,0.0
002272.SZ,20240118,108.22,206213.2786,0.0005247964667198691
002300.SZ,20240118,699.17,618988.8883,0.001129535623684959
002385.SZ,20240118,4130.98,1693589.9172,0.002439185518315862
002444.SZ,20240118,318.04,2499323.7775,0.0001272504198388118
002595.SZ,20240118,140.45,1511611.7467,9.291407023438156e-05
002698.SZ,20240118,599.74,1099753.6564,0.0005453403100865562
002747.SZ,20240118,413.75,1224989.3339,0.00033775804290698896
002937.SZ,20240118,0.0,668297.7106,0.0
002979.SZ,20240118,99.28,372998.2342,0.00026616747988883645
003001.SZ,20240118,0.0,84628.99,0.0
003012.SZ,20240118,0.0,954343.4834,0.0
300063.SZ,20240118,2676.48,348889.0955,0.007671434947441629
300148.SZ,20240118,102.9,271136.9501,0.00037951300979836464
300154.SZ,20240118,0.0,217530.7745,0.0
300223.SZ,20240118,2954.53,2282358.5247,0.0012945074001414183
300296.SZ,20240118,412.19,1064848.0968,0.0003870880750396999
300425.SZ,20240118,0.0,301873.9331,0.0
300534.SZ,20240118,100.71,275020.5398,0.00036619083095843733
300690.SZ,20240118,622.9,208440.8514,0.002988377737935108
300757.SZ,20240118,3312.29,738816.0,0.004483240752772003
300814.SZ,20240118,390.61,156451.68,0.002496681403485089
301267.SZ,20240118,0.0,980896.5341,0.0
301277.SZ,20240118,0.0,96126.84,0.0
301315.SZ,20240118,831.7,119570.0,0.006955758133311032
301383.SZ,20240118,861.13,161573.6,0.005329645437125867
600561.SH,20240118,115.65,185194.3968,0.000624478936719105
600592.SH,20240118,263.75,402749.9996,0.0006548727504952182
600601.SH,20240118,124.95,1088446.5479,0.00011479663401117211
600629.SH,20240118,70.7,452491.639,0.0001562459809340256
600817.SH,20240118,0.0,470009.0382,0.0
600959.SH,20240118,212.67,1455208.8466,0.00014614397135977387
601188.SH,20240118,683.42,625042.3212,0.0010933979617378906
601336.SH,20240118,2434.73,6066543.0401,0.00040133729933281183
603338.SH,20240118,208.15,2786938.726,7.468768439654601e-05
603368.SH,20240118,214.4,653103.1016,0.00032827894933396223
603636.SH,20240118,0.0,659325.633,0.0
603668.SH,20240118,2304.98,716569.7656,0.0032166860934608205
603733.SH,20240118,144.7,1046255.7666,0.00013830270247420397
603927.SH,20240118,467.28,1500027.2,0.00031151435120643144
603988.SH,20240118,100.39,253075.2,0.0003966805123536403
688128.SH,20240118,0.0,718796.5,0.0
688296.SH,20240118,12.28,91317.0953,0.00013447646313822248
688737.SH,20240118,0.0,230231.4622,0.0
002004.SZ,20240119,129.88,835726.3278,0.000155409726461414
002098.SZ,20240119,0.0,236280.0,0.0
002194.SZ,20240119,437.41,458818.7254,0.0009533394689126174
002210.SZ,20240119,52.02,452407.9396,0.00011498471942378795
002272.SZ,20240119,0.0,203530.8294,0.0
002300.SZ,20240119,245.05,611043.8734,0.00040103503310896625
002385.SZ,20240119,1605.69,1706821.0884,0.0009407488640213593
002444.SZ,20240119,1637.65,2554582.8938,0.0006410635583502082
002595.SZ,20240119,0.0,1483342.3668,0.0
002698.SZ,20240119,199.99,1074510.6497,0.00018612193378989459
002747.SZ,20240119,806.61,1197452.6437,0.0006736049264609429
002937.SZ,20240119,49.04,655222.3206,7.484482511995792e-05
002979.SZ,20240119,6.25,364403.8049,1.715130280188795e-05
003001.SZ,20240119,0.0,84579.6148,0.0
003012.SZ,20240119,0.0,941510.0135,0.0
300063.SZ,20240119,690.17,337634.6085,0.0020441328661957945
300148.SZ,20240119,396.89,277363.7499,0.0014309368118331745
300154.SZ,20240119,0.0,213058.7762,0.0
300223.SZ,20240119,2485.64,2259905.0067,0.0010998869388893593
300296.SZ,20240119,0.0,1056479.9389,0.0
300425.SZ,20240119,0.0,297839.983,0.0
300534.SZ,20240119,207.8,269002.5849,0.0007724832833009703
300690.SZ,20240119,778.8,190906.3949,0.004079486181738168
300757.SZ,20240119,929.96,670696.0,0.0013865596335746748
300814.SZ,20240119,1459.26,165645.756,0.008809522412394315
301267.SZ,20240119,102.55,988130.7694,0.00010378181023779786
301277.SZ,20240119,0.0,94275.36,0.0
301315.SZ,20240119,534.2,114576.0,0.004662407484988131
301383.SZ,20240119,560.59,159975.3,0.0035042284652693264
600561.SH,20240119,0.0,177229.0464,0.0
600592.SH,20240119,102.25,387966.5174,0.0002635536712942126
600601.SH,20240119,269.54,1105127.7211,0.00024389941076829625
600629.SH,20240119,102.24,452491.639,0.00022594892631817225
600817.SH,20240119,0.0,466843.9941,0.0
600959.SH,20240119,908.88,1460209.5643,0.0006224312059178313
601188.SH,20240119,613.13,597408.8712,0.0010263155261963574
601336.SH,20240119,649.87,6012321.6172,0.00010808969336252027
603338.SH,20240119,455.45,2724151.589,0.0001671896680930262
603368.SH,20240119,0.0,643376.8006,0.0
603636.SH,20240119,292.25,647509.7615,0.0004513445470273424
603668.SH,20240119,646.94,686912.5872,0.0009418083349397679
603733.SH,20240119,190.26,1052609.5465,0.0001807507832630131
603927.SH,20240119,0.0,1476876.8,0.0
603988.SH,20240119,0.65,248606.4,2.61457468512476e-06
688128.SH,20240119,0.0,704234.5,0.0
688296.SH,20240119,0.0,89395.8941,0.0
688737.SH,20240119,0.0,220413.186,0.0
002004.SZ,20240122,755.31,798080.9977,0.0009464076981869481
002098.SZ,20240122,0.0,220528.0,0.0
002194.SZ,20240122,0.0,429824.6375,0.0
002210.SZ,20240122,108.84,428456.931,0.00025402786633879897
002272.SZ,20240122,0.0,186765.5222,0.0
002300.SZ,20240122,1754.94,585764.2805,0.0029959832963901596
002385.SZ,20240122,911.97,1614202.8898,0.0005649661549750993
002444.SZ,20240122,727.54,2362327.2186,0.0003079759629706025
002595.SZ,20240122,0.0,1438004.6821,0.0
002698.SZ,20240122,792.05,1012244.5667,0.0007824690060645598
002747.SZ,20240122,146.4,1131364.5872,0.0001294012572572415
002937.SZ,20240122,0.0,613090.5084,0.0
002979.SZ,20240122,0.0,344421.7566,0.0
003001.SZ,20240122,0.0,77123.9687,0.0
003012.SZ,20240122,0.0,876175.9853,0.0
300063.SZ,20240122,1976.83,323253.8752,0.006115410058972743
300148.SZ,20240122,103.79,258124.6459,0.0004020925612822313
300154.SZ,20240122,0.0,199962.2097,0.0
300223.SZ,20240122,1805.82,2170922.5465,0.0008318214774227551
300296.SZ,20240122,511.91,995810.7939,0.0005140635180254999
300425.SZ,20240122,0.0,279687.2075,0.0
300534.SZ,20240122,0.0,249745.1292,0.0
300690.SZ,20240122,422.06,180933.6728,0.00233267801105511
300757.SZ,20240122,865.7,644800.0,0.0013425868486352359
300814.SZ,20240122,1769.44,168236.352,0.01051758421390402
301267.SZ,20240122,100.09,942094.7269,0.00010624197030520499
301277.SZ,20240122,0.0,88070.4,0.0
301315.SZ,20240122,454.51,114730.0,0.003961561928004881
301383.SZ,20240122,103.28,148787.2,0.0006941457329662766
600561.SH,20240122,163.79,164712.0672,0.0009944019450689038
600592.SH,20240122,435.76,363593.7496,0.0011984804482458573
600601.SH,20240122,143.85,1046743.615,0.0001374262024994535
600629.SH,20240122,0.0,423207.2114,0.0
600817.SH,20240122,0.0,442051.1492,0.0
600959.SH,20240122,293.05,1385198.799,0.00021155808120217694
601188.SH,20240122,126.52,563196.0284,0.0002246464705360838
601336.SH,20240122,1926.78,5891366.1355,0.0003270514776512824
603338.SH,20240122,0.0,2640604.189,0.0
603368.SH,20240122,0.0,609154.6304,0.0
603636.SH,20240122,44.71,597883.1009,7.47805046382772e-05
603668.SH,20240122,839.2,652457.9241,0.0012862132085491827
603733.SH,20240122,0.0,987659.7958,0.0
603927.SH,20240122,420.95,1391992.0,0.00030240834717440906
603988.SH,20240122,0.0,229790.4,0.0
688128.SH,20240122,0.0,649222.5,0.0
688296.SH,20240122,0.0,83512.2154,0.0
688737.SH,20240122,0.0,202768.7477,0.0
002004.SZ,20240123,156.02,803727.7972,0.00019412044792221602
002098.SZ,20240123,0.0,214442.0,0.0
002194.SZ,20240123,531.12,431859.3103,0.0012298449687956165
002210.SZ,20240123,0.0,439101.8237,0.0
002272.SZ,20240123,0.0,180730.0116,0.0
002300.SZ,20240123,857.86,527260.0799,0.0016270148882932716
002385.SZ,20240123,1730.98,1637357.4395,0.0010571790607483906
002444.SZ,20240123,873.68,2358873.5238,0.00037038017985489754
002595.SZ,20240123,0.0,1463073.7548,0.0
002698.SZ,20240123,246.04,1024866.07,0.0002400703928075207
002747.SZ,20240123,1008.31,1142379.2633,0.0008826403212951248
002937.SZ,20240123,0.0,616286.7149,0.0
002979.SZ,20240123,529.34,347214.9461,0.0015245311469038747
003001.SZ,20240123,140.45,75642.7145,0.0018567551538621737
003012.SZ,20240123,0.0,892509.4924,0.0
300063.SZ,20240123,154.8,323253.8752,0.0004788805699675646
300148.SZ,20240123,0.0,263736.0512,0.0
300154.SZ,20240123,3.97,197726.2106,2.007826877353811e-05
300223.SZ,20240123,1099.56,2168427.7111,0.000507077083718975
300296.SZ,20240123,382.76,1004178.9518,0.0003811671209737061
300425.SZ,20240123,0.0,283048.8326,0.0
300534.SZ,20240123,0.0,252152.3111,0.0
300690.SZ,20240123,554.83,173371.9384,0.0032002295476440262
300757.SZ,20240123,1228.89,669760.0,0.0018348214285714287
300814.SZ,20240123,588.61,172452.42,0.0034131733263006686
301267.SZ,20240123,119.61,973662.2989,0.00012284546719651157
301277.SZ,20240123,141.59,88320.6,0.0016031367540528484
301315.SZ,20240123,1051.91,122496.0,0.008587300809822363
301383.SZ,20240123,576.36,149164.98,0.0038639096120282384
600561.SH,20240123,0.0,159875.9616,0.0
600592.SH,20240123,0.0,365591.5175,0.0
600601.SH,20240123,116.66,1042573.3218,0.00011189620678053302
600629.SH,20240123,2631.88,465716.8643,0.005651244783578691
600817.SH,20240123,0.0,440996.1346,0.0
600959.SH,20240123,431.38,1405201.6698,0.00030698796426949703
601188.SH,20240123,169.35,535562.5784,0.00031620954642860833
601336.SH,20240123,1826.08,5880938.9388,0.0003105082400961997
603338.SH,20240123,102.64,2649718.4508,3.8736190997579775e-05
603368.SH,20240123,104.33,617800.2313,0.00016887335859435443
603636.SH,20240123,0.0,607335.7982,0.0
603668.SH,20240123,903.33,658563.8138,0.0013716666191961975
603733.SH,20240123,0.0,998955.4047,0.0
603927.SH,20240123,707.82,1452539.2,0.00048729838065643947
603988.SH,20240123,0.0,222969.6,0.0
688128.SH,20240123,0.0,662166.5,0.0
688296.SH,20240123,0.0,80630.4135,0.0
688737.SH,20240123,0.0,207393.298,0.0
002004.SZ,20240124,84.22,818785.9292,0.00010285960834999654
002098.SZ,20240124,0.0,218380.0,0.0
002194.SZ,20240124,129.66,432876.6467,0.0002995310580703591
002210.SZ,20240124,0.0,452407.9396,0.0
002272.SZ,20240124,0.0,183747.7669,0.0
002300.SZ,20240124,2194.24,520037.339,0.004219389331195697
002385.SZ,20240124,1220.26,1657204.1963,0.0007363365376001613
002444.SZ,20240124,336.0,2365780.9133,0.00014202498553905296
002595.SZ,20240124,0.0,1473741.4453,0.0
002698.SZ,20240124,378.44,1024866.07,0.00036925800460932423
002747.SZ,20240124,578.29,1156540.9897,0.00050001686507454
002937.SZ,20240124,210.94,618030.1002,0.0003413102370446649
002979.SZ,20240124,117.91,345925.7817,0.0003408534611688933
003001.SZ,20240124,20.33,77025.2184,0.00026393953074464765
003012.SZ,20240124,236.27,919343.1111,0.00025699871696139806
300063.SZ,20240124,578.84,327005.3708,0.0017701238318621527
300148.SZ,20240124,0.0,264537.6806,0.0
300154.SZ,20240124,0.0,200281.6382,0.0
300223.SZ,20240124,3362.23,2159279.9816,0.0015571070118978404
300296.SZ,20240124,2.28,1020915.2677,2.233290138893277e-06
300425.SZ,20240124,223.46,300529.283,0.0007435548302293059
300534.SZ,20240124,0.0,255462.1864,0.0
300690.SZ,20240124,7.97,174796.613,4.559584915984613e-05
300757.SZ,20240124,126.91,653432.0,0.00019422066871533687
300814.SZ,20240124,729.56,170877.744,0.004269485205750375
301267.SZ,20240124,104.8,972675.8123,0.00010774401776496195
301277.SZ,20240124,0.0,89821.8,0.0
301315.SZ,20240124,11657.24,147004.0,0.07929879459062339
301383.SZ,20240124,112.87,144282.9,0.0007822825851157691
600561.SH,20240124,0.0,168125.7888,0.0
600592.SH,20240124,191.97,375979.9103,0.0005105857912642839
600601.SH,20240124,297.8,1063424.7882,0.0002800386104447212
600629.SH,20240124,6710.94,512005.1531,0.013107172768414076
600817.SH,20240124,0.0,439413.6126,0.0
600959.SH,20240124,586.32,1450208.1289,0.00040430058852637294
601188.SH,20240124,37.27,546089.607,6.824887257010187e-05
601336.SH,20240124,8131.39,6149960.6137,0.0013221857034150847
603338.SH,20240124,13.09,2645667.6678,4.947711369540591e-06
603368.SH,20240124,155.29,628967.4658,0.00024689671317495353
603636.SH,20240124,295.87,612652.9404,0.0004829324736560099
603668.SH,20240124,105.71,657691.5438,0.0001607288416530801
603733.SH,20240124,0.0,1016604.7934,0.0
603927.SH,20240124,547.37,1459068.8,0.00037515023280601983
603988.SH,20240124,0.0,224616.0,0.0
688128.SH,20240124,0.0,684818.5,0.0
688296.SH,20240124,0.0,80690.4511,0.0
688737.SH,20240124,0.0,205970.3595,0.0
002004.SZ,20240125,0.0,850784.4598,0.0
002098.SZ,20240125,0.0,224824.0,0.0
002194.SZ,20240125,666.14,451697.3705,0.0014747484566107298
002210.SZ,20240125,302.84,460391.6091,0.0006577878354299485
002272.SZ,20240125,112.0,191124.5021,0.0005860054507370251
002300.SZ,20240125,1756.82,527260.0799,0.003331979922191716
002385.SZ,20240125,3763.59,1703513.2956,0.002209310611030138
002444.SZ,20240125,744.81,2401469.0926,0.0003101476518249152
002595.SZ,20240125,169.21,1511078.3622,0.00011197963271318689
002698.SZ,20240125,0.0,1068620.6149,0.0
002747.SZ,20240125,1478.12,1184077.6799,0.0012483302616808324
002937.SZ,20240125,115.66,645633.7013,0.00017914182572427
002979.SZ,20240125,395.48,351297.3001,0.001125770109498203
003001.SZ,20240125,0.0,81222.1053,0.0
003012.SZ,20240125,0.0,950843.4461,0.0
300063.SZ,20240125,711.42,335133.6114,0.00212279513543296
300148.SZ,20240125,0.0,274958.8619,0.0
300154.SZ,20240125,0.0,208906.2063,0.0
300223.SZ,20240125,2732.86,2211671.5236,0.0012356536541880537
300296.SZ,20240125,1415.75,1058571.9784,0.0013374149598592852
300425.SZ,20240125,124.25,321371.3586,0.000386624372941242
300534.SZ,20240125,202.54,267498.0962,0.0007571642672498391
300690.SZ,20240125,74.26,177865.1429,0.00041750732487112855
300757.SZ,20240125,468.54,659880.0,0.000710038188761593
300814.SZ,20240125,1512.41,183881.52,0.008224915695715372
301267.SZ,20240125,216.33,1001283.9244,0.00021605260478902783
301277.SZ,20240125,0.0,93224.52,0.0
301315.SZ,20240125,2180.01,144892.0,0.015045758219915524
301383.SZ,20240125,1551.74,144311.96,0.010752677740639099
600561.SH,20240125,0.0,178366.9536,0.0
600592.SH,20240125,9.72,391162.946,2.4848979432729808e-05
600601.SH,20240125,691.62,1105127.7211,0.0006258281163299289
600629.SH,20240125,17582.82,563016.7366,0.03122965776502638
600817.SH,20240125,0.0,459986.3987,0.0
600959.SH,20240125,1152.48,1515217.4589,0.0007606036963411602
601188.SH,20240125,390.53,560564.2712,0.0006966730133620403
601336.SH,20240125,9784.49,6510741.6195,0.0015028226539807628
603338.SH,20240125,1603.55,2699846.8908,0.0005939410880906831
603368.SH,20240125,165.97,649500.7679,0.0002555347248266125
603636.SH,20240125,0.0,634512.3028,0.0
603668.SH,20240125,6989.13,720058.8454,0.009706331704206018
603733.SH,20240125,204.33,1042019.9133,0.00019609030249038333
603927.SH,20240125,1288.31,1565323.2,0.0008230313075280555
603988.SH,20240125,0.0,237081.6,0.0
688128.SH,20240125,256.56,756415.0,0.00033917888989509727
688296.SH,20240125,0.0,86634.1673,0.0
688737.SH,20240125,0.0,210239.1752,0.0
002004.SZ,20240126,106.77,852666.7263,0.00012521891227456472
002098.SZ,20240126,0.0,226614.0,0.0
002194.SZ,20240126,182.91,446102.0202,0.00041001831804750923
002210.SZ,20240126,102.05,468375.2786,0.0002178808418433893
002272.SZ,20240126,0.0,193471.6451,0.0
002300.SZ,20240126,991.05,531593.7244,0.0018642996606451287
002385.SZ,20240126,1489.3,1686974.3316,0.00088282315391692
002444.SZ,20240126,584.86,2309370.5655,0.00025325515477563575
002595.SZ,20240126,126.06,1494543.4419,8.434682891501704e-05
002698.SZ,20240126,361.79,1034963.2727,0.0003495679600843869
002747.SZ,20240126,938.69,1158114.5148,0.0008105329723478224
002937.SZ,20240126,110.14,612509.38,0.0001798176543843296
002979.SZ,20240126,269.93,340769.1241,0.0007921198867793785
003001.SZ,20240126,0.0,83197.1109,0.0
003012.SZ,20240126,317.82,962510.2369,0.0003301990854908901
300063.SZ,20240126,815.62,335758.8607,0.002429183844320806
300148.SZ,20240126,742.2,278165.3792,0.0026681968911248318
300154.SZ,20240126,0.0,209864.4917,0.0
300223.SZ,20240126,2172.67,2124352.2869,0.001022744680059873
300296.SZ,20240126,498.65,1048111.781,0.00047576032350694474
300425.SZ,20240126,127.58,326077.6337,0.00039125651935200485
300534.SZ,20240126,110.86,271409.7669,0.0004084598769831522
300690.SZ,20240126,0.0,174796.613,0.0
300757.SZ,20240126,404.82,634504.0,0.0006380101622684806
300814.SZ,20240126,805.2,176008.14,0.0045747884160357586
301267.SZ,20240126,350.41,997995.6356,0.0003511137599207353
301277.SZ,20240126,0.0,92624.04,0.0
301315.SZ,20240126,2904.73,141966.0,0.02046074412183199
301383.SZ,20240126,121.99,139052.1,0.0008772970706663185
600561.SH,20240126,0.0,181496.1984,0.0
600592.SH,20240126,225.59,391162.946,0.0005767161800647652
600601.SH,20240126,166.1,1100957.4278,0.0001508686855693513
600629.SH,20240126,15977.89,619696.2738,0.025783421129875448
600817.SH,20240126,0.0,461041.4134,0.0
600959.SH,20240126,144.35,1530219.6119,9.433286495444112e-05
601188.SH,20240126,1.58,557932.5141,2.8318837136579058e-06
601336.SH,20240126,4128.68,6542023.2096,0.0006311013990200198
603338.SH,20240126,271.53,2724657.9369,9.965654635859915e-05
603368.SH,20240126,429.1,652022.4015,0.0006581062230574297
603636.SH,20240126,207.91,633921.5092,0.0003279743579964332
603668.SH,20240126,684.06,714825.2257,0.0009569611919195034
603733.SH,20240126,91.77,1026488.4512,8.940188259567629e-05
603927.SH,20240126,729.2,1533268.8,0.00047558523332634175
603988.SH,20240126,0.0,244843.2,0.0
688128.SH,20240126,0.0,728504.5,0.0
688296.SH,20240126,0.0,84292.7034,0.0
688737.SH,20240126,0.0,204405.127,0.0
002004.SZ,20240129,103.65,841373.1273,0.000123191479067815
002098.SZ,20240129,0.0,219096.0,0.0
002194.SZ,20240129,111.36,417616.6004,0.00026665606657718484
002210.SZ,20240129,0.0,449746.7164,0.0
002272.SZ,20240129,0.0,187100.8284,0.0
002300.SZ,20240129,804.88,515703.6945,0.0015607411941858797
002385.SZ,20240129,847.78,1660511.9891,0.0005105533748416343
002444.SZ,20240129,681.42,2225330.6596,0.00030621067348368094
002595.SZ,20240129,0.0,1483875.7513,0.0
002698.SZ,20240129,131.76,1040011.874,0.0001266908612237633
002747.SZ,20240129,0.0,1115629.3356,0.0
002937.SZ,20240129,50.17,605826.4029,8.281250166688634e-05
002979.SZ,20240129,0.0,330455.8089,0.0
003001.SZ,20240129,2.37,81370.2307,2.912613101390654e-05
003012.SZ,20240129,103.9,948510.088,0.00010954021608676872
300063.SZ,20240129,112.43,317001.3824,0.0003546672230537251
300148.SZ,20240129,0.0,264537.6806,0.0
300154.SZ,20240129,0.0,202517.6373,0.0
300223.SZ,20240129,3098.55,2129341.9576,0.0014551678695574116
300296.SZ,20240129,0.0,1025099.3467,0.0
300425.SZ,20240129,429.66,330783.9089,0.001298914452727782
300534.SZ,20240129,0.0,259373.8571,0.0
300690.SZ,20240129,0.0,162522.4935,0.0
300757.SZ,20240129,652.35,582400.0,0.0011201064560439561
300814.SZ,20240129,445.03,151372.08,0.002939974135256647
301267.SZ,20240129,0.0,985500.1384,0.0
301277.SZ,20240129,0.0,90922.68,0.0
301315.SZ,20240129,240.24,126148.0,0.0019044297174747123
301383.SZ,20240129,84.9,133617.88,0.000635394005652537
600561.SH,20240129,0.0,174953.232,0.0
600592.SH,20240129,0.0,378377.2317,0.0
600601.SH,20240129,948.31,1042573.3218,0.0009095859064979192
600629.SH,20240129,16416.49,557348.7829,0.029454608144260472
600817.SH,20240129,0.0,448381.2373,0.0
600959.SH,20240129,350.97,1515217.4589,0.00023163011879152526
601188.SH,20240129,168.37,534246.6998,0.00031515402914614323
601336.SH,20240129,5433.54,6521168.8162,0.0008332156631955159
603338.SH,20240129,187.07,2575791.6605,7.262621541514226e-05
603368.SH,20240129,503.81,650221.2347,0.0007748285862002777
603636.SH,20240129,0.0,609698.9725,0.0
603668.SH,20240129,365.14,708719.336,0.0005152110030761175
603733.SH,20240129,166.62,1000367.3558,0.00016655881365376318
603927.SH,20240129,101.12,1515460.8,6.672557944091988e-05
603988.SH,20240129,0.0,227908.8,0.0
688128.SH,20240129,98.37,770572.5,0.0001276583319544884
688296.SH,20240129,0.0,79849.9255,0.0
688737.SH,20240129,0.0,194373.41,0.0
002004.SZ,20240130,0.0,822550.4622,0.0
002098.SZ,20240130,0.0,210504.0,0.0
002194.SZ,20240130,225.64,399304.5449,0.0005650824737206742
002210.SZ,20240130,0.0,436440.6005,0.0
002272.SZ,20240130,0.0,180730.0116,0.0
002300.SZ,20240130,1516.19,498369.1166,0.0030423032838467826
002385.SZ,20240130,1755.88,1630741.8539,0.0010767369438643682
002444.SZ,20240130,83.78,2187340.0172,3.8302229804786474e-05
002595.SZ,20240130,0.0,1482275.5978,0.0
002698.SZ,20240130,23.96,1002988.7976,2.388860180426007e-05
002747.SZ,20240130,637.34,1081798.5448,0.0005891485092705775
002937.SZ,20240130,0.0,584324.6504,0.0
002979.SZ,20240130,172.94,319712.7722,0.0005409230254079915
003001.SZ,20240130,0.0,76926.4681,0.0
003012.SZ,20240130,0.0,908842.9994,0.0
300063.SZ,20240130,611.6,302620.6491,0.0020210121213437055
300148.SZ,20240130,0.0,252513.2405,0.0
300154.SZ,20240130,0.0,194851.3545,0.0
300223.SZ,20240130,636.88,2052002.0622,0.00031037005845753674
300296.SZ,20240130,0.0,993718.7544,0.0
300425.SZ,20240130,689.31,329439.2588,0.0020923735759692036
300534.SZ,20240130,0.0,250647.8224,0.0
300690.SZ,20240130,0.0,154741.5784,0.0
300757.SZ,20240130,0.0,561080.0,0.0
300814.SZ,20240130,32.67,133593.48,0.000244547862665154
301267.SZ,20240130,0.0,955247.8819,0.0
301277.SZ,20240130,0.0,87770.16,0.0
301315.SZ,20240130,189.4,111804.0,0.0016940359915566527
301383.SZ,20240130,271.45,130770.0,0.002075781907165252
600561.SH,20240130,102.86,163289.6832,0.00062992344638219
600592.SH,20240130,6.57,364792.4103,1.8010243125938194e-05
600601.SH,20240130,232.43,1017551.562,0.0002284208571634034
